49.0000 	 0.2282 	 0.8004 	 0.0095 	 1.2654 	 5.3418 	 5.1367 	 -0.3027 	 0.0000 	 0.0000 	 216.4075 	 49.0000 	 0.3812 	 0.8603 	 0.2786 	 7.3064 	 7.5627 	 -0.2747 	 2.6502 	 0.0000 	 1.4725 	 0.0054 
50.0000 	 0.1275 	 0.0067 	 0.0012 	 5.8930 	 1.0068 	 -1.9038 	 3.2431 	 0.0000 	 0.0001 	 217.8978 	 50.0000 	 0.2081 	 0.7649 	 0.9203 	 10.3885 	 4.0323 	 -6.9565 	 1.9555 	 0.0000 	 2.2080 	 0.0029 
49.0000 	 0.0099 	 0.3633 	 0.0027 	 9.5996 	 1.7499 	 2.1008 	 -1.2786 	 0.0000 	 0.0009 	 214.5936 	 49.0000 	 0.6954 	 0.6769 	 0.1173 	 4.7184 	 9.1615 	 2.0101 	 3.9227 	 0.0000 	 0.9608 	 0.0018 
49.0000 	 0.1147 	 0.0212 	 0.0173 	 1.4596 	 0.2439 	 2.4413 	 -1.0642 	 0.0000 	 0.0002 	 215.5348 	 49.0000 	 0.0870 	 0.0021 	 0.1449 	 12.5567 	 2.4178 	 8.1468 	 3.5097 	 0.0000 	 1.4940 	 0.0184 
50.0000 	 0.0698 	 0.0032 	 0.0307 	 7.7475 	 8.6096 	 1.5317 	 -8.7083 	 0.0000 	 0.0001 	 215.1232 	 50.0000 	 0.6370 	 0.0186 	 0.7576 	 13.6788 	 4.1295 	 -8.1219 	 3.9177 	 0.0000 	 1.1063 	 0.0092 
50.0000 	 0.5189 	 0.0089 	 0.0198 	 12.7316 	 3.8794 	 -1.5483 	 0.5286 	 0.0000 	 0.0000 	 217.4863 	 50.0000 	 0.5277 	 0.3707 	 0.2779 	 14.4175 	 6.2713 	 7.5128 	 -0.7026 	 0.0000 	 1.9505 	 0.0167 
50.0000 	 0.0258 	 0.0045 	 0.0277 	 4.1111 	 0.2094 	 0.1151 	 -3.2491 	 0.0000 	 1.5020 	 216.5374 	 50.0000 	 0.6106 	 0.8624 	 0.7185 	 10.2958 	 5.6355 	 1.5796 	 1.9247 	 0.0000 	 1.3579 	 0.0104 
49.0000 	 0.1319 	 0.3693 	 0.0100 	 8.5191 	 3.3887 	 2.5723 	 2.1267 	 0.0000 	 0.0001 	 215.4720 	 49.0000 	 0.9591 	 0.3544 	 0.5454 	 5.1698 	 3.0980 	 -7.6266 	 -4.3589 	 0.0000 	 0.9877 	 0.0043 
49.0000 	 0.1918 	 0.0116 	 0.0802 	 3.4915 	 6.3950 	 -1.2085 	 -1.1674 	 0.0000 	 0.0200 	 215.0378 	 49.0000 	 0.4685 	 0.4973 	 0.6046 	 1.9143 	 2.1600 	 2.5060 	 2.8786 	 0.0000 	 0.5933 	 0.0116 
50.0000 	 0.0446 	 0.3827 	 0.0059 	 11.4102 	 12.2368 	 0.9732 	 -7.6352 	 0.0000 	 0.0070 	 214.5662 	 50.0000 	 0.0534 	 0.0235 	 0.5763 	 9.7228 	 3.8641 	 -2.5009 	 -0.0122 	 0.0000 	 2.6106 	 0.0022 
50.0000 	 0.4236 	 0.0090 	 0.0049 	 12.1529 	 0.0564 	 -19.0857 	 1.6968 	 0.0000 	 0.0000 	 217.7199 	 50.0000 	 0.9812 	 0.7683 	 0.1706 	 10.7746 	 4.0992 	 -8.7918 	 4.3497 	 0.0000 	 1.1304 	 0.0013 
50.0000 	 0.0814 	 0.5346 	 0.0101 	 3.8671 	 3.2413 	 1.7297 	 -3.0824 	 0.0000 	 0.0772 	 214.3952 	 50.0000 	 0.0992 	 0.5369 	 0.9357 	 11.9764 	 0.5102 	 0.3761 	 4.5562 	 0.0000 	 1.0524 	 0.0016 
50.0000 	 0.6870 	 0.1377 	 0.0038 	 2.5297 	 0.7515 	 -3.9669 	 3.5869 	 0.0000 	 2.1730 	 216.6678 	 50.0000 	 0.2374 	 0.1768 	 0.3476 	 9.1048 	 9.0280 	 6.5546 	 -4.1785 	 0.0000 	 0.4871 	 0.0016 
48.0000 	 0.1022 	 0.0174 	 0.0292 	 1.8791 	 12.4160 	 0.2882 	 -4.9613 	 0.0000 	 0.0007 	 215.3511 	 48.0000 	 0.2623 	 0.3526 	 0.0629 	 5.4047 	 5.5809 	 4.8169 	 2.3458 	 0.0000 	 1.5818 	 0.0140 
48.0000 	 0.0696 	 0.0091 	 0.0057 	 2.3340 	 2.9834 	 9.4238 	 -3.6865 	 0.0000 	 0.0100 	 217.0501 	 48.0000 	 0.5892 	 0.6032 	 0.8695 	 13.0084 	 7.9928 	 -5.9464 	 -2.6190 	 0.0000 	 0.0782 	 0.3904 
48.0000 	 0.3268 	 0.0085 	 0.0011 	 10.3877 	 10.7737 	 -3.2699 	 -15.6886 	 0.0000 	 0.0000 	 217.7324 	 48.0000 	 0.5124 	 0.9509 	 0.0667 	 14.7194 	 8.6827 	 0.1287 	 -1.1317 	 0.0000 	 0.2417 	 0.0015 
48.0000 	 0.2500 	 0.0026 	 0.0763 	 17.4183 	 2.5302 	 1.9284 	 -2.1489 	 0.0000 	 0.0000 	 214.6353 	 48.0000 	 0.1343 	 0.7455 	 0.1586 	 12.2947 	 6.7601 	 -3.7363 	 1.6082 	 0.0000 	 1.5006 	 0.0051 
49.0000 	 0.1170 	 0.0073 	 0.0244 	 4.6035 	 11.2740 	 3.1308 	 0.5925 	 0.0000 	 0.0000 	 217.4085 	 49.0000 	 0.6884 	 0.6886 	 0.4465 	 14.4012 	 3.5120 	 1.8283 	 -4.4502 	 0.0000 	 2.2682 	 0.0262 
47.0000 	 0.0755 	 0.0111 	 0.0078 	 2.2637 	 2.0587 	 1.9513 	 -1.9219 	 0.0000 	 0.0027 	 217.1625 	 47.0000 	 0.6965 	 0.5279 	 0.0949 	 8.0657 	 5.2392 	 8.4814 	 -3.3313 	 0.0000 	 2.4449 	 0.0287 
48.0000 	 0.1844 	 0.0051 	 0.0090 	 10.9257 	 25.9781 	 1.7053 	 -0.0504 	 0.0000 	 0.0000 	 217.8484 	 48.0000 	 0.9437 	 0.7120 	 0.4668 	 4.6349 	 5.6297 	 -4.4563 	 3.1002 	 0.0000 	 2.2279 	 0.0146 
49.0000 	 0.2910 	 0.3660 	 0.0060 	 4.5510 	 2.1777 	 -6.0352 	 0.2832 	 0.0000 	 0.0080 	 218.0028 	 49.0000 	 0.9365 	 0.6843 	 0.9473 	 6.1075 	 9.6169 	 -8.5008 	 -4.9627 	 0.0000 	 0.0781 	 0.0018 
49.0000 	 0.4434 	 0.0078 	 0.0273 	 11.8072 	 5.8289 	 -2.7139 	 5.4094 	 0.0000 	 2.0284 	 216.7959 	 49.0000 	 0.9402 	 0.0367 	 0.3971 	 1.2665 	 4.9969 	 -4.8911 	 -2.7862 	 0.0000 	 0.8669 	 0.0115 
48.0000 	 0.1576 	 0.0049 	 0.0169 	 9.1387 	 4.6312 	 1.1010 	 -1.3750 	 0.0000 	 0.0011 	 216.5845 	 48.0000 	 0.9389 	 0.2279 	 0.4146 	 8.9616 	 5.7733 	 -8.1355 	 1.8457 	 0.0000 	 2.0406 	 0.0252 
49.0000 	 0.7924 	 0.1772 	 0.0155 	 4.4439 	 1.6699 	 2.1289 	 -0.9961 	 0.0000 	 0.0008 	 216.4297 	 49.0000 	 0.8322 	 0.5534 	 0.8784 	 6.2157 	 5.8906 	 -6.7814 	 -4.4004 	 0.0000 	 0.6827 	 0.0983 
48.0000 	 0.1855 	 0.0273 	 0.0336 	 1.7552 	 0.9604 	 2.3142 	 -4.7132 	 0.0000 	 0.6855 	 214.9878 	 48.0000 	 0.3983 	 0.2791 	 0.9179 	 13.8500 	 8.3492 	 -2.2766 	 0.7370 	 0.0000 	 2.8875 	 0.0083 
48.0000 	 0.1502 	 0.3407 	 0.0107 	 6.8285 	 8.7551 	 1.7847 	 -9.0066 	 0.0000 	 0.0022 	 214.9154 	 48.0000 	 0.2008 	 0.4105 	 0.1693 	 8.2628 	 6.5089 	 -9.7184 	 -4.6817 	 0.0000 	 1.9312 	 0.0042 
47.0000 	 0.1775 	 0.0055 	 0.0689 	 6.4122 	 9.6089 	 0.2106 	 -3.6109 	 0.0000 	 0.0007 	 214.8364 	 47.0000 	 0.5882 	 0.4308 	 0.6505 	 6.4432 	 6.2564 	 0.5731 	 -1.7303 	 0.0000 	 0.1407 	 0.0067 
46.0000 	 0.2063 	 0.0353 	 0.0010 	 1.4126 	 2.8125 	 -2.5757 	 5.7605 	 0.0000 	 0.3637 	 217.9009 	 46.0000 	 0.5914 	 0.6749 	 0.2489 	 7.9136 	 7.1395 	 -8.3569 	 4.8762 	 0.0000 	 2.9419 	 0.0040 
47.0000 	 0.0172 	 0.4611 	 0.0038 	 13.5587 	 7.4569 	 1.3726 	 -5.7031 	 0.0000 	 0.0008 	 214.5669 	 47.0000 	 0.5945 	 0.3268 	 0.0325 	 1.3980 	 3.9391 	 -4.7063 	 0.0292 	 0.0000 	 0.5114 	 0.0019 
46.0000 	 0.3962 	 0.0111 	 0.0176 	 10.6343 	 12.7789 	 5.6256 	 2.7515 	 0.0000 	 0.0000 	 216.4314 	 46.0000 	 0.5842 	 0.6065 	 0.2664 	 7.4005 	 7.2548 	 -6.4970 	 1.8975 	 0.0000 	 2.4059 	 0.0204 
47.0000 	 0.5639 	 0.0232 	 0.0153 	 6.5680 	 0.4671 	 -4.4497 	 1.3372 	 0.0000 	 0.0003 	 217.7235 	 47.0000 	 0.0625 	 0.5348 	 0.3924 	 3.3255 	 3.8045 	 3.9697 	 4.6312 	 0.0000 	 1.0088 	 0.0021 
49.0000 	 0.1521 	 0.0062 	 0.0465 	 6.1161 	 2.9812 	 1.9204 	 -2.5895 	 0.0000 	 0.0001 	 214.7913 	 49.0000 	 0.6798 	 0.9316 	 0.2507 	 3.6673 	 4.6320 	 4.0831 	 -0.0251 	 0.0000 	 2.9312 	 0.0074 
46.0000 	 0.0522 	 0.3751 	 0.0068 	 8.1017 	 8.4287 	 1.6278 	 -8.2836 	 0.0000 	 0.0003 	 214.6365 	 46.0000 	 0.6148 	 0.8592 	 0.4001 	 12.8703 	 0.2041 	 8.6169 	 -1.9675 	 0.0000 	 1.1457 	 0.0145 
46.0000 	 0.3318 	 0.0204 	 0.0123 	 5.8498 	 5.4025 	 8.0713 	 0.0668 	 0.0000 	 0.0795 	 217.0129 	 46.0000 	 0.1026 	 0.1015 	 0.2023 	 1.7261 	 9.0794 	 8.5022 	 -4.0562 	 0.0000 	 1.4518 	 0.0560 
48.0000 	 0.8336 	 0.1205 	 0.0508 	 3.4343 	 5.3529 	 1.5724 	 0.6982 	 0.0000 	 0.3248 	 216.0679 	 48.0000 	 0.7385 	 0.4226 	 0.8311 	 5.4371 	 2.0592 	 9.9301 	 -2.6916 	 0.0000 	 0.9625 	 0.0293 
45.0000 	 0.1474 	 0.4474 	 0.0098 	 4.5012 	 2.0163 	 3.8710 	 -3.8749 	 0.0000 	 0.0001 	 213.3117 	 45.0000 	 0.6446 	 0.8602 	 0.4752 	 2.2917 	 4.8450 	 -5.6022 	 -1.6350 	 0.0000 	 0.7061 	 0.0078 
47.0000 	 0.2910 	 0.3660 	 0.0060 	 4.5506 	 2.1779 	 3.9630 	 0.2823 	 0.0000 	 0.0080 	 215.9505 	 47.0000 	 0.8621 	 0.8241 	 0.0749 	 13.9055 	 3.6547 	 -3.4963 	 3.8217 	 0.0000 	 1.3502 	 0.0067 
47.0000 	 0.4146 	 0.0331 	 0.2657 	 2.2566 	 5.6897 	 -7.6880 	 0.2380 	 0.0000 	 0.0000 	 212.4281 	 47.0000 	 0.6154 	 0.0889 	 0.5612 	 11.2968 	 9.0954 	 -7.6597 	 0.1907 	 0.0000 	 0.6449 	 0.6359 
47.0000 	 0.3506 	 0.2092 	 0.0110 	 7.0802 	 9.5977 	 -25.9420 	 3.8954 	 0.0000 	 0.0306 	 214.9920 	 47.0000 	 0.3204 	 0.4997 	 0.0596 	 13.5004 	 8.7025 	 -1.2297 	 4.0023 	 0.0000 	 0.6540 	 0.0091 
