49.0000 	 0.0049 	 3.2187 	 -1.3137 	 1.6333 	 2.0353 	 2.6110 	 4.4109 	 1081.4134 	 49.0000 	 2.9656 	 0.1586 	 21.9494 	 4.0046 	 1.9962 	 1.6428 	 1.2310 	 0.0000 
50.0000 	 0.0010 	 3.2113 	 18.4833 	 3.3508 	 0.3154 	 0.0000 	 1.6274 	 1081.4128 	 50.0000 	 1.1457 	 0.4064 	 23.3956 	 0.5504 	 0.5964 	 0.9870 	 0.5023 	 0.0000 
49.0000 	 0.0010 	 3.2129 	 20.5371 	 2.0068 	 1.6592 	 0.0000 	 0.2827 	 1081.4129 	 49.0000 	 2.3214 	 0.5779 	 20.7545 	 7.4484 	 0.3236 	 0.5109 	 0.5351 	 0.0000 
50.0000 	 0.0015 	 3.2084 	 29.8293 	 2.5696 	 1.0947 	 0.5848 	 3.8943 	 1081.4132 	 50.0000 	 1.5052 	 0.7914 	 20.7756 	 0.8487 	 1.5713 	 1.2586 	 2.5984 	 0.0000 
49.0000 	 0.0013 	 3.2126 	 23.2941 	 3.6436 	 0.0235 	 1.6680 	 3.2078 	 1081.4128 	 49.0000 	 0.0295 	 0.6686 	 22.8384 	 7.5434 	 1.7677 	 1.5907 	 1.4489 	 0.0000 
50.0000 	 0.0371 	 3.2448 	 17.8065 	 2.5455 	 1.8178 	 1.7489 	 0.0000 	 1083.4468 	 50.0000 	 1.6043 	 0.8695 	 20.3520 	 6.7279 	 1.1702 	 1.4302 	 0.0231 	 0.5189 
49.0000 	 0.0197 	 3.2124 	 37.7487 	 3.4315 	 0.2356 	 1.8782 	 1.4069 	 1081.4128 	 49.0000 	 1.6186 	 0.5591 	 24.9950 	 2.8453 	 0.1526 	 1.7915 	 0.8492 	 0.0000 
50.0000 	 0.7032 	 2.1507 	 21.6064 	 5.2218 	 0.1090 	 10.9491 	 10.0000 	 999.8694 	 50.0000 	 0.6716 	 0.3604 	 23.0094 	 6.5293 	 1.5365 	 0.3786 	 0.2333 	 0.0036 
50.0000 	 0.7466 	 2.1466 	 17.7580 	 5.2283 	 0.0928 	 9.7308 	 10.0000 	 999.8370 	 50.0000 	 2.2849 	 0.1845 	 22.8823 	 7.4297 	 0.0148 	 0.4817 	 0.8567 	 0.0039 
49.0000 	 0.5557 	 2.1503 	 42.2105 	 5.1705 	 0.1546 	 17.4312 	 9.9969 	 999.9830 	 49.0000 	 1.5369 	 0.6435 	 24.9754 	 7.3318 	 1.7184 	 1.2963 	 2.1284 	 0.0034 
50.0000 	 0.5659 	 2.1534 	 41.6904 	 5.1878 	 0.1242 	 16.7013 	 10.0000 	 999.9606 	 50.0000 	 2.3499 	 0.8912 	 21.8943 	 2.9078 	 1.7955 	 0.1606 	 1.4360 	 0.0034 
50.0000 	 0.8459 	 3.1536 	 11.3002 	 -0.9924 	 4.5411 	 0.0000 	 3.0050 	 1029.8253 	 50.0000 	 2.4582 	 0.7260 	 22.4646 	 7.4560 	 1.9462 	 1.5011 	 2.9338 	 0.0037 
47.0000 	 0.0011 	 3.2038 	 20.9456 	 3.5944 	 0.0819 	 2.0204 	 1.7807 	 1081.4143 	 47.0000 	 0.2325 	 0.5382 	 22.1361 	 7.3178 	 1.3488 	 1.4416 	 0.5227 	 0.0003 
50.0000 	 0.8296 	 2.1408 	 12.6851 	 5.1517 	 0.1560 	 7.6420 	 9.9956 	 999.8194 	 50.0000 	 0.9252 	 0.5846 	 20.0699 	 6.6261 	 0.8005 	 0.4699 	 2.9619 	 0.0038 
