50.0000 	 0.0302 	 0.0011 	 0.7848 	 11.1304 	 1.4617 	 7.7552 	 -0.7951 	 0.0000 	 0.3028 	 750.4539 	 50.0000 	 0.8068 	 0.0125 	 0.3218 	 10.2374 	 4.4332 	 -9.7923 	 4.8738 	 0.0000 	 2.3750 	 0.2379 
50.0000 	 0.0177 	 0.0052 	 0.5974 	 4.1295 	 1.8616 	 7.3560 	 -0.8435 	 0.0000 	 0.2233 	 768.0716 	 50.0000 	 0.1439 	 0.6851 	 0.1959 	 4.2668 	 9.3570 	 7.5307 	 2.2068 	 0.0000 	 2.4780 	 1.8734 
50.0000 	 0.0037 	 0.9884 	 0.0232 	 1.8764 	 2.1150 	 7.4639 	 -0.8737 	 0.0000 	 0.0002 	 782.1986 	 50.0000 	 0.1860 	 0.9297 	 0.3203 	 12.9374 	 4.4507 	 -7.6936 	 4.9017 	 0.0000 	 2.7378 	 0.0562 
50.0000 	 0.0386 	 0.0095 	 0.5463 	 3.2055 	 0.1234 	 5.1015 	 -3.1961 	 0.0000 	 2.2564 	 761.5046 	 50.0000 	 0.5259 	 0.4985 	 0.6344 	 14.7113 	 5.5516 	 3.2315 	 0.8425 	 0.0000 	 1.3886 	 0.0523 
50.0000 	 0.1969 	 0.0201 	 0.8907 	 1.0918 	 1.8832 	 7.6570 	 -0.8025 	 0.0000 	 0.0003 	 774.0168 	 50.0000 	 0.1374 	 0.2606 	 0.2111 	 9.0340 	 3.9738 	 -7.3808 	 0.4178 	 0.0000 	 1.6491 	 0.1067 
50.0000 	 0.0489 	 0.0033 	 0.9143 	 2.8465 	 3.9816 	 9.9610 	 -0.1934 	 0.0000 	 0.2592 	 775.4233 	 50.0000 	 0.5788 	 0.8415 	 0.5779 	 7.6512 	 2.0929 	 -1.2577 	 0.7718 	 0.0000 	 1.3582 	 0.2942 
50.0000 	 0.0052 	 0.9717 	 0.0490 	 1.8720 	 3.3987 	 3.8720 	 -1.5765 	 0.0000 	 2.3486 	 757.8169 	 50.0000 	 0.4399 	 0.1940 	 0.6731 	 6.7427 	 9.1378 	 -8.0631 	 -3.1122 	 0.0000 	 1.3143 	 0.0104 
50.0000 	 0.0249 	 0.0035 	 0.8181 	 4.4644 	 1.8527 	 7.2116 	 -0.7126 	 0.0000 	 0.2598 	 749.0300 	 50.0000 	 0.1449 	 0.3983 	 0.7403 	 3.4196 	 2.5014 	 6.3515 	 4.1185 	 0.0000 	 0.6065 	 0.4977 
48.0000 	 0.0025 	 0.0081 	 0.0011 	 1.9697 	 16.1662 	 7.2446 	 4.0118 	 0.0000 	 3.2896 	 778.5219 	 48.0000 	 0.6840 	 0.7363 	 0.9364 	 1.0099 	 4.6263 	 -1.9774 	 -3.7661 	 0.0000 	 2.3397 	 0.0126 
48.0000 	 0.1323 	 0.0152 	 1.0000 	 1.0000 	 1.7749 	 7.8125 	 -0.8179 	 0.0000 	 0.0004 	 778.0572 	 48.0000 	 0.6458 	 0.6229 	 0.4107 	 7.0066 	 8.1641 	 -8.0136 	 1.2848 	 0.0000 	 1.1805 	 0.1248 
48.0000 	 0.0012 	 0.9827 	 0.0368 	 1.6094 	 3.4713 	 4.7336 	 -7.3924 	 0.0000 	 2.2077 	 746.7109 	 48.0000 	 0.2398 	 0.0111 	 0.0791 	 11.9736 	 0.8358 	 -1.0131 	 -4.4726 	 0.0000 	 2.1477 	 0.0085 
48.0000 	 0.0179 	 0.0071 	 0.9999 	 2.9954 	 2.0742 	 5.1071 	 -0.6687 	 0.0000 	 1.4933 	 752.1105 	 48.0000 	 0.1998 	 0.7756 	 0.7924 	 7.8585 	 3.1893 	 6.4767 	 -2.7971 	 0.0000 	 2.4187 	 0.1847 
